Title,User Rating %,Genres,Cast
Paddington in Peru,69,"['Family', 'Adventure', 'Comedy']","['Ben Whishaw, as Paddington Brown (voice)', 'Hugh Bonneville, as Henry Brown', 'Emily Mortimer, as Mary Brown', 'Samuel Joslin, as Jonathan Brown', 'Madeleine Harris, as Judy Brown', 'Antonio Banderas, as Hunter Cabot', 'Olivia Colman, as Reverend Mother', 'Julie Walters, as Mrs. Bird', 'Jim Broadbent, as Samuel Gruber']"
Death Whisperer 2,70,"['Horror', 'Thriller', 'Action']","['Nadech Kugimiya, as Yak', 'Ongart Cheamcharoenpornkul, as Sergeant Paphan', 'Kajbhunditt Jaidee, as Yos', 'Peerakrit Phacharaboonyakiat, as Yod', 'Denise Jelilcha Kapaun, as Yad', 'Rattanawadee Wongtong, as Yam', 'Nutthacha Padovan, as Yee', 'Paramej Noiam, as Hang', 'Arisara Wongchalee, as Boonyen']"
The Island,63,"['Action', 'Crime', 'Thriller']","['Michael Jai White, as Mark', 'Jackson Rathbone, as Phil', 'Gillian White, as Akilah', 'Edoardo Costa, as Manuel', 'Wayne Gordon, as Wayland', 'Amber Townsend, as Carla', 'Cami Storm, as Nora', 'Victor Young, as Gang Member']"
The Brutalist,70,['Drama'],"['Adrien Brody, as László Tóth', 'Felicity Jones, as Erzsébet Tóth', 'Guy Pearce, as Harrison Lee Van Buren Sr.', 'Joe Alwyn, as Harry Lee', 'Raffey Cassidy, as Zsófia', 'Stacy Martin, as Maggie Lee', 'Isaach de Bankolé, as Gordon', 'Alessandro Nivola, as Attila', 'Ariane Labed, as Older Zsófia']"
Alarum,58,"['Action', 'Crime', 'Thriller']","['Scott Eastwood, as Joe Travers', 'Sylvester Stallone, as Chester', 'Willa Fitzgerald, as Lara Travers', 'Mike Colter, as Orlin', 'D.W. Moffett, as Ronald Burbridge', 'Isis Valverde, as Bridgette Rousseau', 'Joel Cohen, as Roland Rousseau', 'Mark Polish, as CIA Agent Kirby', 'Anton Narinskiy, as Krol']"
Venom: The Last Dance,68,"['Action', 'Science Fiction', 'Adventure']","['Tom Hardy, as Eddie Brock / Venom', 'Chiwetel Ejiofor, as Strickland', 'Juno Temple, as Dr. Teddy Paine', 'Rhys Ifans, as Martin', 'Stephen Graham, as Detective Mulligan', 'Peggy Lu, as Mrs. Chen', 'Clark Backo, as Sadie', 'Alanna Ubach, as Nova', 'Cristo Fernández, as Barman']"
Sniper: The Last Stand,67,"['Action', 'Thriller']","['Chad Michael Collins, as Brandon Beckett', 'Ryan Robbins, as Zero', 'Sharon Taylor, as Hera', 'Manuel Rodriguez-Saenz, as Nova', 'Vusi Kunene, as Modise', 'Sizo Mahlangu, as Zondi', 'Noxolo Dlamini, as Angel', 'Arnold Vosloo, as Kovalov', 'Rob van Vuuren, as Maxim']"
Back in Action,65,"['Action', 'Comedy']","['Jamie Foxx, as Matt', 'Cameron Diaz, as Emily', 'McKenna Roberts, as Alice', 'Rylan Jackson, as Leo', 'Kyle Chandler, as Chuck', 'Glenn Close, as Ginny', 'Jamie Demetriou, as Nigel', 'Andrew Scott, as Baron', 'Fola Evans-Akingbola, as Wendy']"
Companion,71,"['Horror', 'Science Fiction', 'Thriller', 'Comedy']","['Sophie Thatcher, as Iris', 'Jack Quaid, as Josh', 'Lukas Gage, as Patrick', 'Megan Suri, as Kat', 'Harvey Guillén, as Eli', 'Rupert Friend, as Sergey', 'Jaboukie Young-White, as Teddy', 'Matthew J. McCarthy, as Sid', 'Marc Menchaca, as Deputy Hendrix']"
Gladiator II,68,"['Action', 'Adventure', 'Drama']","['Paul Mescal, as Lucius', 'Denzel Washington, as Macrinus', 'Pedro Pascal, as General Acacius', 'Connie Nielsen, as Lucilla', 'Joseph Quinn, as Emperor Geta', 'Fred Hechinger, as Emperor Caracalla', 'Lior Raz, as Viggo', 'Derek Jacobi, as Gracchus', 'Peter Mensah, as Jugurtha']"
