Title,User Rating %,Genres,Cast
Eye for an Eye 2,63,"['Action', 'Drama']","['Xie Miao, as Cheng Xiazi', 'Yang Enyou, as Zhang Xiaoyu', 'Huang Tao, as Li Jiulang', 'Pei Kuishan, as Jiang Dahuzi', 'Pema Jyad, as Yao Wannian', 'Liu Fengchao, as He Zhuzi', 'Jampa Tseten, as Bai Shisan', 'Xiao Songyuan, as Huang Laota', 'Jiang Yixuan, as A Mei']"
River of Blood,64,"['Horror', 'Thriller']","['Joseph Millson, as Nick', 'Sarah Alexandra Marks, as Jasmine', 'David Wayman, as Ritchie', 'Ella Starbuck, as Maya', 'Louis James, as AJ', 'Tiffany Hannam-Daniels, as Biker']"
Better Man,76,"['Music', 'Drama']","['Robbie Williams, as Robbie Williams (voice)', 'Jonno Davies, as Robbie Williams', 'Steve Pemberton, as Peter', 'Alison Steadman, as Betty', 'Kate Mulvany, as Janet', 'Frazer Hadfield, as Nate', 'Damon Herriman, as Nigel Martin-Smith', 'Raechelle Banno, as Nicole Appleton', 'Tom Budge, as Guy Chambers']"
Kinda Pregnant,56,"['Comedy', 'Romance']","['Amy Schumer, as Lainy Newton', 'Jillian Bell, as Kate', 'Brianne Howey, as Megan Taylor', 'Will Forte, as Josh Lewis', 'Lizze Broadway, as Shirley', 'Damon Wayans Jr., as Dave', 'Urzila Carlson, as Fallon', 'Chris Geere, as Steve', 'Joel David Moore, as Mark']"
Avengers: Infinity War,82,"['Adventure', 'Action', 'Science Fiction']","['Robert Downey Jr., as Tony Stark / Iron Man', 'Chris Evans, as Steve Rogers / Captain America', 'Chris Hemsworth, as Thor', 'Josh Brolin, as Thanos', 'Mark Ruffalo, as Bruce Banner / Hulk', 'Scarlett Johansson, as Natasha Romanoff / Black Widow', 'Don Cheadle, as James Rhodes / War Machine', 'Benedict Cumberbatch, as Doctor Strange', 'Tom Holland, as Peter Parker / Spider-Man']"
Love Forever,44,"['Romance', 'Comedy', 'Drama']","['Matilda Källström, as Hanna', 'Charlie Gustafsson, as Samuel', 'Kjell Bergqvist, as Martin', 'Anja Lundqvist, as Helene', 'Claes Malmberg, as Leif', 'Babben Larsson, as Maj-Gun', 'Vilhelm Blomgren, as Kristian', 'Doreen Ndagire, as Linda', 'Niklas Engdahl, as Lars']"
"Miraculous World, London: At the Edge of Time",73,"['Animation', 'Adventure', 'Action', 'Fantasy']","['Annouck Hautbois, as Marinette / Ladybug / Bug Noire / Chronobug (voice)', 'Benjamin Bollen, as Adrien Agreste / Cat Noir / Félix Graham (voice)', 'Marie Nonnenmacher, as Tikki (voice)', 'Thierry Kazazian, as Plagg (voice)', 'Adeline Chetail, as Alix Kubdel / Bunnyx (voice)', 'Clara Soares, as Lila Rossi / Cerise Bianca / Chrysalis (voice)', 'Martial Le Minoux, as Nooroo (voice)', 'Antoine Tomé, as Gabriel Agreste / Monarch (voice)', 'Marie Chevalot, as Chloé Bourgeois / Nathalie Sancoeur (voice)']"
Heretic,72,"['Horror', 'Thriller']","['Hugh Grant, as Mr. Reed', 'Sophie Thatcher, as Sister Barnes', 'Chloe East, as Sister Paxton', 'Topher Grace, as Elder Kennedy', 'Elle Young, as Prophet', 'Julie Lynn-Mortensen, as Pedestrian', 'Haylie Hansen, as Teenager', 'Elle McKinnon, as Teenager', 'Hanna Huffman, as Teenager']"
Conclave,71,"['Drama', 'Mystery', 'Thriller']","['Ralph Fiennes, as Lawrence', 'Stanley Tucci, as Bellini', 'John Lithgow, as Tremblay', 'Isabella Rossellini, as Sister Agnes', 'Lucian Msamati, as Adeyemi', 'Carlos Diehz, as Benitez', 'Sergio Castellitto, as Tedesco', ""Brían F. O'Byrne, as O'Malley"", 'Merab Ninidze, as Sabbadin']"
Bad Boys: Ride or Die,74,"['Action', 'Comedy', 'Crime', 'Thriller', 'Adventure']","['Will Smith, as Mike Lowrey', 'Martin Lawrence, as Marcus Burnett', 'Vanessa Hudgens, as Kelly', 'Alexander Ludwig, as Dorn', 'Paola Nuñez, as Rita', 'Eric Dane, as McGrath', 'Ioan Gruffudd, as Lockwood', 'Jacob Scipio, as Armando', 'Melanie Liburd, as Christine']"
The Monkey,68,"['Horror', 'Comedy']","['Theo James, as Hal / Bill', 'Tatiana Maslany, as Lois Shelburn', 'Christian Convery, as Young Hal / Young Bill', ""Colin O'Brien, as Petey"", 'Adam Scott, as Capt. Petey Shelburn', 'Elijah Wood, as Ted Hammerman', 'Rohan Campbell, as Ricky / Thrasher', 'Sarah Levy, as Aunt Ida', 'Osgood Perkins, as Uncle Chip']"
Smile 2,66,"['Horror', 'Mystery']","['Naomi Scott, as Skye Riley', 'Rosemarie DeWitt, as Elizabeth Riley', 'Lukas Gage, as Lewis', 'Miles Gutierrez-Riley, as Joshua', 'Peter Jacobson, as Morris', 'Ray Nicholson, as Paul Hudson', 'Dylan Gelula, as Gemma', 'Raúl Castillo, as Darius', 'Kyle Gallner, as Joel']"
Big World,70,"['Drama', 'Family']","['Jackson Yee, as Liu Chunhe', 'Diana Lin, as Chen Suqun', 'Jiang Qinqin, as Chen Lu', 'Zhou Yutong, as Yaya', 'Liao Xueqiu, as Little Golden (voice)', 'Yue Xiaojun, as Father', 'Li Gengyou, as Coffee Shop Manager', 'Zhang Jiali, as Little Princess', 'Xiaoying You, as Training Course Leader']"
The Ballad of Davy Crockett,52,['Action'],"['William Moseley, as Davy Crockett', 'Colm Meaney, as Caleb', 'Jesse Hutch, as Spike', 'Valerie Jane Parker, as Polly', 'Nico Tirozzi, as William Crockett', 'Edward Finlay, as Andrew Jackson', 'Rocky Abou-Sakher, as Wilkes', 'Gray Wolf Herrera, as Dawoni', 'Tommy Kramer, as Daniel Boone']"
Survive,60,"['Science Fiction', 'Thriller', 'Adventure', 'Action']","['Émilie Dequenne, as Julia', 'Andreas Pietschmann, as Tom', 'Lisa Delamar, as Cassie', 'Lucas Ebel, as Ben', ""Arben Bajraktaraj, as L'homme au harpon"", 'Olivier Ho Hio Hen, as Nao', 'Stéphanie Guerin,', 'Rida Ait Oufqir,', 'Youssef El Hiaboui,']"
Carry-On,69,"['Thriller', 'Action']","['Taron Egerton, as Ethan Kopek', 'Jason Bateman, as Traveler', 'Sofia Carson, as Nora Parisi', 'Danielle Deadwyler, as Elena Cole', 'Theo Rossi, as Watcher', 'Logan Marshall-Green, as Agent Alcott', 'Dean Norris, as Phil Sarkowski', 'Sinqua Walls, as Jason Noble', 'Gil Perez-Abraham, as Eddie']"
Terrifier 3,69,"['Horror', 'Thriller']","['Lauren LaVera, as Sienna Shaw', 'David Howard Thornton, as Art the Clown', 'Samantha Scaffidi, as Victoria Heyes', 'Elliott Fullam, as Jonathan Shaw', 'Margaret Anne Florence, as Jessica', 'Bryce Johnson, as Greg', 'Alexa Blair Robertson, as Mia', 'Antonella Rose, as Gabby', 'Mason Mecartea, as Cole']"
Undercover,71,"['Drama', 'Crime', 'Thriller']","['Carolina Yuste, as Arantxa Berradre / Marina Marín', 'Luis Tosar, as Ángel ""el Inhumano""', 'Víctor Clavijo, as Teruel', 'Nausicaa Bonnín, as Andrea', 'Iñigo Gastesi, as Kepa Etxebarria', 'Diego Anido, as Sergio Polo Escobes', 'Pedro Casablanc, as Superior de la Policía Nacional', 'Pepe Ocio,', 'Jorge Rueda,']"
Interstellar,85,"['Adventure', 'Drama', 'Science Fiction']","['Matthew McConaughey, as Cooper', 'Anne Hathaway, as Brand', 'Michael Caine, as Professor Brand', 'Jessica Chastain, as Murph', 'Casey Affleck, as Tom', 'Wes Bentley, as Doyle', 'Topher Grace, as Getty', 'Mackenzie Foy, as Murph (10 Yrs.)', 'Ellen Burstyn, as Murph (older)']"
Sister-in-law's Taste 2,63,['Romance'],"['Ha Jin, as Si-yeon (Sister-in-law)', 'Kim Soo-ji, as Ji-ae (Older Sister-in-law)', 'Gil Dong, as Ha-neul (Brother-in-law)', 'Cha Myung-Hoon, as Jin-sang (Older Brother)']"
La Dolce Villa,65,"['Romance', 'Comedy']","['Scott Foley, as Eric', 'Violante Placido, as Francesca', 'Maia Reficco, as Olivia', 'Giuseppe Futia, as Giovanni', 'Simone Luglio, as Nino', 'Tommaso Basili, as Bernardo', 'Nunzia Schiano, as Left (Bossy) Antonia', 'Luisa De Santis, as Middle (Sassy) Antonia', 'Lucia Ricalzone, as Right (Sweet) Antonia']"
Arcadian,62,"['Action', 'Horror', 'Thriller', 'Science Fiction']","['Nicolas Cage, as Paul', 'Jaeden Martell, as Joseph', 'Maxwell Jenkins, as Thomas', 'Sadie Soverall, as Charlotte', 'Samantha Coughlan, as Mrs. Rose', 'Joel Gillman, as Hobson', 'Joe Dixon, as Mr. Rose', 'Daire McMahon, as Militant Farmer (uncredited)']"
The Shawshank Redemption,87,"['Drama', 'Crime']","['Tim Robbins, as Andy Dufresne', ""Morgan Freeman, as Ellis Boyd 'Red' Redding"", 'Bob Gunton, as Warden Norton', 'William Sadler, as Heywood', 'Clancy Brown, as Captain Byron T. Hadley', 'Gil Bellows, as Tommy', 'James Whitmore, as Brooks Hatlen', 'Mark Rolston, as Bogs Diamond', 'Jeffrey DeMunn, as 1946 D.A.']"
The Godfather,87,"['Drama', 'Crime']","['Marlon Brando, as Don Vito Corleone', 'Al Pacino, as Michael Corleone', 'James Caan, as Sonny Corleone', 'Robert Duvall, as Tom Hagen', 'Richard S. Castellano, as Clemenza', 'Diane Keaton, as Kay Adams', 'Talia Shire, as Connie Corleone Rizzi', 'Gianni Russo, as Carlo Rizzi', 'Sterling Hayden, as Captain McCluskey']"
Transformers One,81,"['Animation', 'Science Fiction', 'Adventure', 'Family']","['Chris Hemsworth, as Orion Pax / Optimus Prime (voice)', 'Brian Tyree Henry, as D-16 / Megatron (voice)', 'Scarlett Johansson, as Elita-1 (voice)', 'Keegan-Michael Key, as B-127 (voice)', 'Jon Hamm, as Sentinel Prime (voice)', 'Steve Buscemi, as Starscream (voice)', 'Laurence Fishburne, as Alpha Trion (voice)', 'Vanessa Liguori, as Airachnid (voice)', 'Jon Bailey, as Soundwave (voice)']"
Sexy Oral: Uwakina Kuchibiru,60,"['Romance', 'Drama']","['Seiko Mihara, as Natsumi', 'Chiaki Kitahara, as Yukari', 'Kazuyo Ezaki, as Yachiyo', 'Masayoshi Takigawa, as Masao', 'Tadayoshi Ishizuka, as Visitor', 'Takashi Kimura, as Visitor', 'Kensuke Tamai, as Estate Agent']"
Honeymoon Crasher,52,['Comedy'],"['Michèle Laroque, as Lily', 'Julien Frison, as Lucas', 'Rossy de Palma, as Gloria', 'Gilbert Melki, as Peter', 'Margot Bancilhon, as Maya', 'Kad Merad, as Michel', 'Jake Francois, as Ryan', 'Camille Aguilar, as Femme Petit Couple', 'Rémi Johnsen, as Homme Petit Couple']"
Titanic,79,"['Drama', 'Romance']","['Leonardo DiCaprio, as Jack Dawson', 'Kate Winslet, as Rose DeWitt Bukater', 'Billy Zane, as Cal Hockley', 'Kathy Bates, as Molly Brown', 'Frances Fisher, as Ruth DeWitt Bukater', 'Gloria Stuart, as Old Rose', 'Victor Garber, as Thomas Andrews', 'Bill Paxton, as Brock Lovett', 'Bernard Hill, as Edward Smith']"
365 Days: This Day,59,"['Romance', 'Drama']","['Anna-Maria Sieklucka, as Laura Torricelli', 'Michele Morrone, as Massimo Torricelli / Adriano Torricelli', ""Simone Susinna, as Marcelo 'Nacho' Matos"", 'Magdalena Lamparska, as Olga', 'Otar Saralidze, as Domenico', 'Natasza Urbańska, as Anna', 'Ramón Langa, as Don Fernando Matos', 'Ewa Kasprzyk, as Klara', 'Dariusz Jakubowski, as Tomasz']"
The Dark Knight,85,"['Drama', 'Action', 'Crime', 'Thriller']","['Christian Bale, as Bruce Wayne', 'Heath Ledger, as Joker', 'Aaron Eckhart, as Harvey Dent', 'Michael Caine, as Alfred', 'Maggie Gyllenhaal, as Rachel', 'Gary Oldman, as Gordon', 'Morgan Freeman, as Lucius Fox', 'Monique Gabriela Curnen, as Ramirez', 'Ron Dean, as Wuertz']"
