Title,Company,Company_Rating,Company_Reviews,Location,Salary_Range,Experience,Post_Day,Tags,Description
Data Scientist,Colan Infotech,4.0,83,['Chennai'],Not disclosed,2-4 Yrs,30+ Days Ago,"['github', 'Version control', 'neo4j', 'Opencv', 'Machine learning', 'Cloud', 'Database', 'Deployment']",Good understanding of how to apply predictive and machine learning techniques like regr...
Data Scientist III,Girnar Insurance Brokers,3.5,213,['Gurugram'],Not disclosed,4-9 Yrs,20 Days Ago,"['Natural Language Processing', 'Machine Learning', 'Deep Learning', 'Python', 'Machine', 'III', 'Process', 'Data']","Bachelors or Masters degree in a relevant field (Computer Science, Data Science, or sim..."
Data Scientist,Quinstreet Software India,4.4,39,['Pune'],Not disclosed,4-6 Yrs,30+ Days Ago,"['Computer science', 'Digital media', 'Online media', 'Email marketing', 'data science', 'Analytical', 'Machine learning', 'private label']",We re looking for an extremely smart Data Scientist/Algorithms Engineer to become a c...
Data Scientist,Searchurcollege,1.7,3,"['Varanasi', 'Kannur', 'Mumbai', 'New Delhi']",Not disclosed,1-3 Yrs,30+ Days Ago,"['Statistical modeling', 'tableau', 'Coding', 'Analytical', 'Machine learning', 'power bi', 'Calculus', 'data visualization']",. At least 1-year of experience coding in R / Python  . 1 3 years of experience in buil...
Data Scientist,GSPANN,3.9,240,"['Hyderabad', 'Pune', 'Gurugram']",Not disclosed,5-10 Yrs,30+ Days Ago,"['Computer vision', 'Data analysis', 'Neural networks', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Data collection', 'Natural language processing']",Lead the data science team - drive the development and implementation of advanced da...
Data Scientist,Kasmo Cloud Solutions,3.4,31,['Hyderabad'],Not disclosed,3-8 Yrs,30+ Days Ago,"['C++', 'Automation', 'GIT', 'Simulation', 'Data modeling', 'Simulink', 'QlikView', 'MATLAB']",". Exhibit a willingness to learn, take on more responsibilities, and contribute proacti..."
Data Scientist,Jet2 Travel Technologies,3.4,44,['Pune'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Statistical analysis', 'data science', 'Database design', 'Coding', 'Machine learning', 'HTML', 'Business intelligence', 'SQL']",Excellent team player who acts as a key member of the team sharing knowledge experience...
Data Scientist,UPS Supply Chain Solutions (UPS SCS),3.9,564,['Chennai'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Unix', 'Performance tuning', 'C++', 'Data analysis', 'Linux', 'Data management', 'Windows', 'Open source']","Experience in development of AI and ML using platforms like VertexAI, Databricks or Sag..."
Data Scientist,Akhil Systems,3.6,25,['Gurugram'],Not disclosed,5-8 Yrs,30+ Days Ago,"['Computer science', 'Cloud computing', 'Statistical analysis', 'data science', 'Analytical', 'Machine learning', 'Healthcare', 'data visualization']","Bachelor s degree in Computer Science, Statistics, Mathematics, Economics, or related f..."
Data Scientist,Torcai Digital Media,3.4,18,"['Dehradun', 'Hyderabad', 'Gurugram']",Not disclosed,2-5 Yrs,30+ Days Ago,"['Data analysis', 'Bidding', 'Linux', 'data science', 'Shell scripting', 'Mentor', 'Calculus', 'Analysis']",Minimum 2 years of experience in developing and implementing applied math and/or sta...
Data Scientist,Hexacorp Technical Services,4.2,30,['Chennai'],Not disclosed,1-10 Yrs,30+ Days Ago,"['Computer science', 'Cloud computing', 'Data analysis', 'Data modeling', 'Database design', 'Agile', 'Visual Studio', 'Data mining']","Qualifications: . Bachelors degree in Computer Science, Mathematics, Statistics, or a r..."
Data Scientist,Welocalize,3.9,27,['Gurugram'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Computer science', 'data science', 'Analytical', 'Machine learning', 'Predictive modeling', 'data visualization', 'microsoft', 'SQL']","Masters or PhD in Data Science, Computer Science, Statistics, or a related field. Exper..."
Data Scientist,Space-o Digicom,No rating,No reviews,['Ahmedabad'],Not disclosed,3-7 Yrs,30+ Days Ago,"['GCP', 'Database management', 'Machine learning', 'power bi', 'data visualization', 'big data', 'Analytics', 'SQL']","Bachelors or Masters degree in Computer Science, Data Science, Statistics, or related f..."
Data Scientist,Celebal Technologies,3.0,479,"['Noida', 'Pune', 'Jaipur']",20-35 Lacs PA,3-8 Yrs,17 Days Ago,"['Pyspark', 'Natural Language Processing', 'SQL', 'Data Science', 'Python', 'Matplotlib', 'Scipy', 'Logistic Regression']",". Background: . Bachelors degree in computer science, IT, Mathematics, or StatisticsPro..."
Data Scientist,Cove Venture,No rating,No reviews,"['Mumbai', 'Guntur']",Not disclosed,2-5 Yrs,30+ Days Ago,"['Unix', 'Computer science', 'deep learning', 'C++', 'SAS', 'sap fiori', 'Analytical', 'Machine learning']","Previous experience of large datasets . Desirable: MSc Maths, Deep Learning, HPC / GPU ..."
Data Scientist,Ixie Gaming,4.0,16,['Chennai'],Not disclosed,3-6 Yrs,30+ Days Ago,"['SAN', 'Analytical', 'SOC', 'Machine learning', 'Information technology', 'SQL', 'Python', 'CRM']","Bachelors degree in computer science, information technology, or a similar field.  3-6 ..."
Data Scientist,Nityo Infotech,3.2,660,['Chennai'],Not disclosed,3-6 Yrs,30+ Days Ago,"['Machine learning', 'Data collection', 'data visualization', 'Data', 'Machine', 'Collections']",NITYO INFOTECH is looking for Data Scientist to join our dynamic team and embark on a...
Data Scientist,Adyog,No rating,No reviews,['Chennai'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Computer science', 'advanced analytics', 'Focus', 'Machine learning', 'SCALA', 'Programming', 'Mathematics', 'Data mining']",Data Scientist Use data to creatively solve business challenges and uncover transforma...
AI/ML Developer - Data Scientist,Aspire Software Solutions,4.6,15,['Ahmedabad'],Not disclosed,2-7 Yrs,30+ Days Ago,"['Training', 'deep learning', 'Usage', 'Linux', 'Opencv', 'Machine learning', 'Deployment', 'Data quality']","Understanding business objectives and developing models that help to achieve them, ..."
Data Scientist,Ignitho,4.0,38,['Chennai'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Machine learning', 'Data collection', 'SAGE', 'Data mining', 'Digital marketing', 'big data', 'Analytics', 'SQL']",Job Description:     Collaborate with Business and IT teams     Data mining or extra...
Data Scientist,Bprise,4.4,5,['Mumbai'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Data analysis', 'data science', 'Neural networks', 'Analytical', 'Machine learning', 'Data collection', 'Data mining', 'big data']",Develop and plan required analytic projects in response to business needs Should posses...
Data Scientist,Hanu Consultancy Services,No rating,No reviews,"['Noida', 'Greater Noida']",Not disclosed,1-5 Yrs,30+ Days Ago,"['Operations research', 'Analytical', 'Machine learning', 'data visualization', 'Data mining', 'Business intelligence', 'Revenue generation', 'SQL']",graduate degree in Data Science or other quantitative field is preferred Graduation In ...
Data Scientist,HP Hood,No rating,No reviews,['Gurugram'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Data analysis', 'data science', 'Coding', 'Machine learning', 'SCALA', 'SPSS', 'Operations', 'Analytics']",Experience running platform experiments and techniques like A / B testing . Along with ...
Data Scientist,Sedum Soft,No rating,No reviews,['Jaipur'],Not disclosed,2-6 Yrs,30+ Days Ago,['Data Scientist'],"Undertaking data collection, preprocessing and analysis   Building models to address ..."
Data Scientist,INTELLIMATION.AI Software Limited,3.7,4,['Mumbai'],Not disclosed,1-6 Yrs,30+ Days Ago,"['Data analysis', 'MIS', 'quality', 'Data', 'Analysis']","Undertaking data collection, preprocessing and analysis   Building models to address ..."
DATA SCIENTIST,Tanla Platforms,3.3,92,['Hyderabad'],Not disclosed,10-20 Yrs,30+ Days Ago,"['Training', 'Telecom', 'deep learning', 'Product engineering', 'Usage', 'Coding', 'Machine learning', 'Statistics']",Experience handling large and / or highly skewed data is a good-to-have . Must have wor...
Data Scientist,Head Infotech India,4.0,70,['Hyderabad'],Not disclosed,2-4 Yrs,30+ Days Ago,"['Career development', 'Mediclaim', 'Statistical analysis', 'Venture capital', 'E-commerce', 'Deployment', 'Gaming', 'Private equity']",Deep understanding of key supervised and unsupervised ML algorithms - should be able to...
Data Scientist,Truehb,No rating,No reviews,['Solan'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Computer science', 'Data analysis', 'SAS', 'Coding', 'Data structures', 'Data processing', 'Data mining', 'Business solutions']",develop processes and tools to monitor and analyse model performance and data accuracy....
Data Scientist,Nityo Infotech,3.2,660,['Chennai'],Not disclosed,2-9 Yrs,30+ Days Ago,"['Machine learning', 'Data collection', 'data visualization', 'Collections', 'Data', 'Machine']",NITYO INFOTECH is looking for Data Scientist to join our dynamic team and embark on ...
Data Scientist (Machine Learning / AI),Som Imaging Informatics Pvt. Ltd.,4.9,8,['Kolkata'],Not disclosed,5-8 Yrs,30+ Days Ago,"['deep learning', 'Team management', 'data science', 'Neural networks', 'Machine learning', 'Programming', 'Python', 'Team']",Fundamentals of data science and programming.   Neural networks and deep learning.    ...
Data Scientist,Awake Security,No rating,No reviews,['Pune'],Not disclosed,8-9 Yrs,30+ Days Ago,"['Computer science', 'remediation', 'Root cause analysis', 'Data analysis', 'data science', 'Machine learning', 'Research', 'WiFi']",Bachelor s degree in computer science or a related fieldMinimum 8 years of experience i...
Data Scientist,Ignitho,4.0,38,['Chennai'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Usage', 'Machine learning', 'Data collection', 'SAGE', 'Data mining', 'Digital marketing', 'big data', 'Analytics']",Collaborate with Business and IT teams     Data mining or extracting usable data fr...
Data Scientist,Wissda Consulting,4.3,9,['Pune'],Not disclosed,7-12 Yrs,30+ Days Ago,"['SAS', 'Machine learning', 'Hypothesis Testing', 'Statistics', 'Python', 'Data', 'Hypothesis', 'Machine']",. Must have at least 2 or 3 projects successful projects (into production with clear im...
Data Scientist,Resulticks,4.0,63,['Chennai'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Data analysis', 'Prototype', 'Analytical', 'Machine learning', 'Perl', 'Data mining', 'MATLAB', 'Forecasting']","What youll do here:   Work with large, complex data sets. Solve difficult, non-routine..."
Data Scientist,Sadhguru Consulting,3.8,29,['Hyderabad'],Not disclosed,2-4 Yrs,30+ Days Ago,"['Medical devices', 'industrial biotechnology', 'Management consulting', 'Life sciences', 'Asset management', 'Advisory', 'Spectrum', 'Industrial']","Qualifications: . Bachelors degree in Computer Science, Data Science, Statistics, or a ..."
Data Scientist,Thinkproject,No rating,No reviews,['Pune'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Computer science', 'Data analysis', 'Construction', 'Usage', 'NoSQL', 'data science', 'Analytical', 'Machine learning']","Masters in Computer Science, Data Science, Statistics, or a related quantitative fieldP..."
Data Scientist,Business Brio,No rating,No reviews,['Kolkata'],Not disclosed,2-5 Yrs,30+ Days Ago,"['tableau', 'SAS', 'Machine learning', 'microsoft azure', 'model development', 'QlikView', 'Open source', 'Analytics']",The candidate should have familiarity with data extraction and processing from differen...
Data Scientist,AppIncubator,3.8,69,['Hyderabad'],Not disclosed,4-5 Yrs,30+ Days Ago,"['SAN', 'Data analysis', 'SAS', 'SMS', 'Predictive modeling', 'Pattern recognition', 'Analytics', 'SQL']",. Advanced experience in pattern recognition and predictive modeling Experience with Ex...
Data Scientist,Data Science Wizards,3.4,2,['Thane'],Not disclosed,2-5 Yrs,30+ Days Ago,"['Data analysis', 'SAS', 'Project management', 'Analytical', 'Predictive modeling', 'Data mining', 'Operations', 'Analytics']","Bachelor s degree in statistics, applied mathematics, or related discipline . 2+ years ..."
Data Scientist,Demandbase,4.4,20,['Hyderabad'],Not disclosed,3-7 Yrs,30+ Days Ago,"['SAN', 'Coding', 'Analytical', 'Machine learning', 'Data collection', 'Data structures', 'Natural language processing', 'Data mining']",Proven experience as a Data Scientist or in a similar roleExperience with API developme...
Data Scientist,The Product Guys,4.2,3,['Pune'],Not disclosed,5-7 Yrs,30+ Days Ago,"['SAN', 'Data analysis', 'Data modeling', 'Analytical', 'Data quality', 'CRM', 'Python', 'Analysis']",. Proficiency in programming languages such as Python or R . Ability to work independen...
Data Scientist,Recruitment Smart Technologies India Private Limited,1.9,6,['Ahmedabad'],Not disclosed,4-8 Yrs,30+ Days Ago,"['Data analysis', 'data science', 'Artificial Intelligence', 'Machine learning', 'Statistical Analyst', 'Medical insurance', 'Data mining', 'Python']",Improve algorithms to ensure the high quality and efficiency standards required by all ...
Data Scientist,Recruitment Smart Technologies India Private Limited,1.9,6,['Ahmedabad'],Not disclosed,4-10 Yrs,30+ Days Ago,"['CVS', 'SQL queries', 'Data analysis', 'data science', 'Artificial Intelligence', 'Machine learning', 'Medical insurance', 'Data mining']",Improve algorithms to ensure the high quality and efficiency standards required by all ...
Data Scientist,Trumints Business Solutions,No rating,No reviews,['Pune'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Analytical skills', 'Statistical analysis', 'data science', 'Machine learning', 'Hypothesis Testing', 'Programming', 'Data quality', 'SQL']","Ensure ethical considerations related to dataprivacy, security, and fairness are addres..."
Data Scientist,NIMOY.AI,No rating,No reviews,['Gurugram'],Not disclosed,2-7 Yrs,30+ Days Ago,"['deep learning', 'NoSQL', 'GCP', 'Social media', 'Django', 'Machine learning', 'Data structures', 'Data mining']",. Bachelors or Master s degree and / or equivalent professional experience . Experience...
Data Scientist,EVC Labs,2.3,25,['Gurugram'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Logistic regression', 'deep learning', 'RDBMS', 'Neural networks', 'Analytical', 'Machine learning', 'Forecasting', 'SQL']","At least 3-5 years of relevant experience with Statistical Modelling, Predictive Anal..."
Data Scientist,Hookfish.in,2.8,5,['Mumbai'],Not disclosed,4-8 Yrs,30+ Days Ago,"['Graphics', 'Administration', 'Sales operations', 'Strategic planning', 'PHP', 'Entrepreneur', 'Business strategy', 'Budgeting']","Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc (depe..."
Data Scientist,IDESLABS,2.9,11,['Hyderabad'],Not disclosed,5-8 Yrs,30+ Days Ago,"['Healthcare', 'power bi', 'Data', 'Bi']",More than 5 years of experience working in Power BI developement projects   Hands on ...
Data Scientist,IDESLABS,2.9,11,['Hyderabad'],Not disclosed,5-7 Yrs,30+ Days Ago,"['Computer science', 'C++', 'Payroll', 'Usage', 'Google Analytics', 'Coding', 'Machine learning', 'Javascript']",Strong problem-solving skills with an emphasis on product deve...
Data Scientist,Tranzita Systems,2.9,8,['Lucknow'],Not disclosed,1-3 Yrs,30+ Days Ago,"['C++', 'Operations research', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'data visualization', 'Business intelligence', 'Statistics']","In this role, you should be highly analytical with a knack for analysis, math and stati..."
Specialist Data Scientist,Six Berries Ltd,4.6,2,['Ahmedabad'],Not disclosed,4-6 Yrs,30+ Days Ago,"['Computer science', 'Business communication', 'Data analysis', 'Data modeling', 'Analytical', 'Market research', 'Econometrics', 'Forecasting']","This person will join a small, but very fast growing and innovative start-up team at th..."
Data Scientist,Pracemo Global Solutions,No rating,No reviews,['Gurugram'],Not disclosed,5-7 Yrs,30+ Days Ago,"['Text mining', 'Logistic regression', 'Software design', 'Prototype', 'Analytical', 'Machine learning', 'Social networking', 'Predictive modeling']","You must be able to translate technical concepts into implementable solutions, whilst c..."
Data Scientist,Rfid4u It Solutions,4.1,14,['Coimbatore'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer languages', 'Data analysis', 'Neural networks', 'Machine learning', 'Packaging', 'SEZ', 'Predictive modeling', 'data visualization']",": Deep Learning, Machine Learning, Packaging, Mathematics, Data Visualization, Statis..."
Data Scientist - Revenue Cycle Management & Clinical Economics,SAI Systems International,3.1,19,['Pune'],Not disclosed,5-7 Yrs,30+ Days Ago,"['Coding', 'Billing', 'Machine learning', 'Healthcare', 'healthcare analytics', 'Operations', 'Monitoring', 'clinical data']","Minimum of 5 years of experience in data science, with a focus on healthcare analytics ..."
Data Scientist,Iquest Solutions,5.0,3,['Hyderabad'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Computer vision', 'Version control', 'GCP', 'Artificial Intelligence', 'Machine learning', 'Internship', 'Forecasting', 'SQL']",Minimum 3+ years of professional experience as Data Scientist or Machine Learning Engin...
Data Scientist,Sanofi,4.4,1051,['Hyderabad'],Not disclosed,2-5 Yrs,30+ Days Ago,"['Computer science', 'Data analysis', 'Business analysis', 'Application programming', 'Machine learning', 'Agile', 'Healthcare', 'Analytics']","Excellent written and verbal communication, business analysis, data visualization and d..."
Data Scientist,Indium Software,4.1,737,['Chennai'],Not disclosed,3-6 Yrs,30+ Days Ago,"['SAN', 'Analytical', 'SOC', 'Machine learning', 'Information technology', 'SQL', 'Python', 'CRM']",. - 3-6 years experience as a Data Scientist  Familiarity with Pyspark is added advanta...
Data Scientist,Vistan Nextgen,2.8,9,['Hyderabad'],Not disclosed,2-7 Yrs,30+ Days Ago,"['Printing', 'deep learning', 'PDF', 'Linux', 'Image processing', 'Machine learning', 'Open source', 'big data']",Expertise in visualizing and manipulating big data . Real time experience on deep learn...
Data Scientist,Kovai,No rating,No reviews,['Coimbatore'],Not disclosed,2-7 Yrs,30+ Days Ago,"['MS SQL', 'GIT', 'Manager Quality Assurance', 'Analytical', 'Machine learning', 'Social networking', 'Manager Technology', 'Data quality']","Working knowledge of applied machine learning techniques such as regression, clustering..."
Data Scientist,Callaway Digital Technologies,No rating,No reviews,['Hyderabad'],Not disclosed,3-6 Yrs,30+ Days Ago,"['E-commerce', 'accounting', 'Data']",Callaway Digital Technologies is looking for Data Scientist to join our dynamic team an...
Data Scientist,Codersarts,No rating,No reviews,['Noida'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Computer vision', 'deep learning', 'Prototype', 'Neural networks', 'Analytical', 'Machine learning', 'Research', 'Forecasting']","Role and Responsibilties     Designing and implementing machine learning, information..."
Data Scientist,Response Informatics,3.7,21,['Hyderabad'],Not disclosed,2-6 Yrs,30+ Days Ago,"['Machine learning', 'Data collection', 'data visualization', 'Data', 'Collections', 'Machine']","Undertaking data collection, preprocessing and analysis   Building models to address ..."
Data Scientist,Retransform,4.0,5,['Mumbai'],Not disclosed,8-10 Yrs,30+ Days Ago,"['Payroll', 'Data modeling', 'MySQL', 'PHP', 'Process Lead', 'System Administrator', 'SQL', 'Salesforce']","Advanced object-oriented programming . Hadoop, MySQL, TensorFlow, Spark . Machine learn..."
Data Scientist,Ayruz,4.5,8,"['Kochi', 'Thiruvananthapuram']",Not disclosed,2-6 Yrs,30+ Days Ago,"['Data analysis', 'Process optimization', 'Excel', 'Time management', 'Data collection', 'Product sales', 'Data mining', 'Powerpoint']","We are looking for a Data Scientist who will support our product, sales, leadership an..."
Data scientist,Digital Vidya,4.2,20,['Gurugram'],Not disclosed,4-8 Yrs,30+ Days Ago,"['Hardware testing', 'Computer hardware', 'Testing', 'Computer', 'Data', 'Hardware', 'Software testing']","Undertaking data collection, preprocessing and analysis   Building models to address ..."
Data Scientist,Codinix,No rating,No reviews,['Noida'],Not disclosed,5-10 Yrs,30+ Days Ago,"['IT services', 'Data analysis', 'SAS', 'Data modeling', 'Analytical', 'Consulting', 'MySQL', 'Data processing']","Bachelors degree in Computer Science, Information Systems, Statistics, or a related fie..."
Data Scientist,Biz2x,4.2,315,['Noida'],Not disclosed,4-7 Yrs,30+ Days Ago,"['algorithms', 'python', 'modeling', 'data analysis', 'data analytics', 'natural language processing', 'predictive', 'machine learning']",Biz2X is looking for Data Scientist to join our dynamic team and embark on a rewarding ...
Data Scientist,Tech Ringers,No rating,No reviews,['Hyderabad'],Not disclosed,2-5 Yrs,30+ Days Ago,"['BPO', 'Computer science', 'Operations research', 'Staffing', 'Pharma', 'Consulting', 'Hadoop', 'Industrial engineering']","PhD or Master s degree in Operations Research, Industrial Engineering, Applied Mathemat..."
Data Scientist,Tech Ringers,No rating,No reviews,['Hyderabad'],Not disclosed,8-13 Yrs,30+ Days Ago,"['BPO', 'RF', 'Image processing', 'Staffing', 'Pharma', 'Artificial Intelligence', 'Consulting', 'Machine learning']","Experience of working on a project end - to - end: problem scoping, data gathering, EDA..."
Data Scientist - Mortgage Finance,Finacplus,4.3,58,['Hyderabad'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Business process', 'Computer science', 'Back office', 'Data analytics', 'data visualization', 'Data mining', 'Powerpoint', 'Macros']","Strong intellect with solid communication, quantitative, financial and analytical skill..."
Data Scientist,Kuhoo Technology Services,4.4,40,['Mumbai'],Not disclosed,3-7 Yrs,30+ Days Ago,"['data science', 'Machine learning', 'data visualization', 'Business case', 'Analytics', 'Financial services', 'SQL', 'Python']","Should be from a top institute (IITs, NITs, BITS, ISI, etc.) Must have used Python or R..."
Data Scientist,Response Informatics,3.7,21,['Hyderabad'],Not disclosed,1-5 Yrs,30+ Days Ago,"['Data analysis', 'data science', 'Clinical operations', 'Machine learning', 'Healthcare', 'Wellness', 'Health management', 'SQL']",Masters degree plus 1 to 5 years of relevant data science experience required or bachel...
Data Scientist,Hitachi Solutions,4.0,89,['Pune'],Not disclosed,2-5 Yrs,30+ Days Ago,"['Computer science', 'Computer vision', 'Data analysis', 'Operational excellence', 'data science', 'Artificial Intelligence', 'Machine learning', 'Distribution system']","Preferred Qualifications . A Master s Degree in Computer Science, Data Science, or any ..."
Data Scientist,Pluribus Networks,No rating,No reviews,['Pune'],Not disclosed,8-10 Yrs,30+ Days Ago,"['remediation', 'Root cause analysis', 'Data analysis', 'data science', 'Machine learning', 'Research', 'WiFi', 'SQL']",Bachelor s degree in computer science or a related fieldMinimum 8 years of experience i...
Data Scientists,Deeptek,3.8,16,['Pune'],Not disclosed,3-7 Yrs,30+ Days Ago,"['Computer vision', 'Medical imaging', 'Linux', 'data science', 'Neural networks', 'Machine learning', 'Programming', 'Manager Technology']",Experience:Multiple open positions for candidates between 0 and 5 years of experienceEd...
Data Scientist,Automationedge,3.0,62,['Pune'],Not disclosed,4-8 Yrs,30+ Days Ago,"['Training', 'deep learning', 'Backend', 'Linux', 'Artificial Intelligence', 'Machine learning', 'Transformers', 'Deployment']",Working experience with different AI frameworks . Past experience of working in Entity ...
Data Scientist,Zazz,No rating,No reviews,['Hyderabad'],Not disclosed,4-5 Yrs,30+ Days Ago,"['IT services', 'Data analysis', 'SAS', 'Predictive modeling', 'Pattern recognition', 'Data mining', 'Analytics', 'CRM']",". Proficiency in data mining, mathematics, and statistical analysis . Advanced experien..."
Data Scientist,Navikenz,3.5,17,['Noida'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Text mining', 'Coding', 'Neural networks', 'Machine learning', 'Javascript', 'Data collection', 'Data mining', 'Analytics']","Qualifications / Experience Experience in statistical, machine learning algorithms and ..."
Presales Data Scientist (Accel Company),Oorwin,4.4,32,['Gurugram'],Not disclosed,3-8 Yrs,30+ Days Ago,"['ERP', 'data science', 'Coding', 'Machine learning', 'Manager Technology', 'Presales', 'Business case', 'Analytics']","Bachelor s degree in computers, Engineering or related fields . Key Skills Required . M..."
Data Scientist (Power BI),Intech Systems,4.0,43,['Ahmedabad'],Not disclosed,4-9 Yrs,30+ Days Ago,"['Computer science', 'C++', 'Simulation', 'Project management', 'Machine learning', 'Business intelligence', 'Data mining', 'Analytics']",Qualifications for Data Scientist . We are looking for a candidate with 4+ years of exp...
Data Scientist,Trexquant Investment,No rating,No reviews,['Gurugram'],Not disclosed,3-6 Yrs,30+ Days Ago,"['Statistical analysis', 'Linux', 'SQL database', 'Machine learning', 'Mathematics', 'Research', 'Management', 'Statistics']",Experience with statistical analysis and managing of large data sets .
Data Scientist,Redbixbite,5.0,2,['Pune'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Training', 'data science', 'Machine learning', 'Data collection', 'Programming', 'Data quality', 'Natural language processing', 'data visualization']",Experience with NLP data models and libraries . Good understanding of entity extraction...
Data Scientist,Prevalent Ai India,3.9,10,['Kochi'],Not disclosed,5-9 Yrs,30+ Days Ago,"['Prototype', 'Analytical', 'Machine learning', 'Engineering Manager', 'Workflow', 'Data mining', 'big data', 'Analytics']",Knowledge: . Good understanding and expertise in processing large datasets. Good workin...
Data Scientist,Global Pharma Tek,3.3,21,['Pune'],Not disclosed,5-6 Yrs,30+ Days Ago,"['Supply chain', 'Computer science', 'Business process', 'Prototype', 'GCP', 'Artificial Intelligence', 'Machine learning', 'Data mining']",Encourage informed risk-taking and act as a catalyst. Desired Qualifications: . 5+ year...
Requirement of Data Scientist - Mortgage Finance,Finacplus,4.3,58,['Hyderabad'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Business process', 'Computer science', 'Back office', 'Data analytics', 'data visualization', 'Data mining', 'Powerpoint', 'Macros']","Strong intellect with solid communication, quantitative, financial and analytical skill..."
Data Scientist,Egen Solutions,3.9,7,['Hyderabad'],Not disclosed,2-7 Yrs,30+ Days Ago,"['Mining', 'Computer science', 'Computer vision', 'Data analysis', 'GCP', 'Machine learning', 'Natural language processing', 'Monitoring']",". Proficiency in end-to-end data processing steps, including data cleaning, exploratory..."
Data Scientist,Chisquarelabs,2.7,4,['Kochi'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer science', 'SAS', 'Business Analyst', 'Data modeling', 'Machine learning', 'Mathematics', 'big data', 'MATLAB']","Bachelors Degree 3+ years of experience with data scripting languages (eg SQL, Python, ..."
Data Scientist,Birdeye,3.7,84,['Gurugram'],Not disclosed,1-2 Yrs,30+ Days Ago,"['Computer science', 'GCP', 'Analytical', 'Social media', 'Machine learning', 'Silicon', 'Customer experience', 'Salesforce']","Bachelors / Masters degree in Computer Science, Engineering, or a related technical fie..."
"Specialist Data Scientist, Actimize",inContact,No rating,No reviews,['Pune'],Not disclosed,8-9 Yrs,30+ Days Ago,"['Computer science', 'SQL queries', 'Web services', 'data science', 'People management skills', 'MySQL', 'Cloud', 'Management']","Lead and manage data science teams, providing guidance, direction, and mentorshi..."
Data Scientist,Enest Technologies,2.8,15,['Mohali'],Not disclosed,1-3 Yrs,30+ Days Ago,"['SAN', 'Operations research', 'Analytical', 'Data mining', 'Business intelligence', 'CRM', 'SQL', 'Intelligence']",. B.tech in Computer Science or another quantitative field is preferred Proven experien...
Data Scientist,Dewii,No rating,No reviews,['Gurugram'],Not disclosed,2-7 Yrs,30+ Days Ago,"['Hospitality', 'Computer vision', 'deep learning', 'Machine learning', 'Manager Technology', 'Facility management', 'Monitoring', 'SQL']","You must be a storyteller and passionate about Machine Learning, Deep Learning, Compute..."
Data Scientist,Iquest Solutions,5.0,3,['Thiruvananthapuram'],Not disclosed,2-7 Yrs,30+ Days Ago,"['data science', 'Science', 'Data']","IQuest Solutions Corp, USA is looking for Data Scientist to join our dynamic team and e..."
Data Scientist,Sanofi,4.4,1051,['Hyderabad'],Not disclosed,2-5 Yrs,30+ Days Ago,"['Computer science', 'Data analysis', 'Business analysis', 'Coding', 'Agile', 'Healthcare', 'Informatica', 'Analytics']","Excellent written and verbal communication, business analysis, data visualization, and ..."
Data Scientist AI / ML,Programming.Com,3.7,10,['Hyderabad'],Not disclosed,4 Yrs,30+ Days Ago,"['algorithms', 'python', 'deploying models', 'natural language processing', 'bert', 'machine learning', 'text analytics', 'unsupervised learning']","Data Scientist AI / ML ""Python, Machine Learning Deep Learning, Text Analytics, NLP, ..."
Data Scientist,ZL Technologies,3.1,12,['Hyderabad'],Not disclosed,2-4 Yrs,30+ Days Ago,"['Logistic regression', 'Data analysis', 'Coding', 'Javascript', 'Predictive modeling', 'Information management', 'Data mining', 'Business solutions']",A drive to learn and master new technologies and techniquesThey must have a proven abil...
Data Scientist,Protocol Zone,4.5,24,['Ahmedabad'],Not disclosed,2-5 Yrs,30+ Days Ago,"['deep learning', 'SQL database', 'Risk assessment', 'Investment strategies', 'Programming', 'Mathematics', 'Risk management', 'Forecasting']",Skills required: -Must have a thorough knowledge and complete understanding of probabil...
